Income,Age,Total_Spend,Recency,Frequency,Customer_Segment,CLV_Tier,Predicted_CLV
20518.0,38,25,42,4,At-Risk,Low CLV,28.512993
62503.0,70,973,496,22,Champions,Mid CLV,1015.0871
41644.0,54,31,51,4,At-Risk,Low CLV,30.769852
55842.0,49,518,37,16,Lost,Low CLV,516.6115
62010.0,54,530,614,15,Loyal,Low CLV,588.1295
41124.0,49,506,606,14,Loyal,Low CLV,531.9738
38961.0,53,70,181,5,At-Risk,Low CLV,63.08312
37760.0,54,54,322,5,At-Risk,Low CLV,60.481388
32233.0,52,296,679,10,Loyal,Low CLV,269.15952
43057.0,51,266,242,11,At-Risk,Low CLV,286.619
83151.0,66,747,627,18,Champions,Mid CLV,1042.7455
78825.0,62,895,653,28,Champions,High CLV,1646.7325
65104.0,50,1053,227,15,Lost,Mid CLV,954.281
60093.0,52,735,368,19,Lost,Low CLV,658.008
14045.0,57,20,154,4,At-Risk,Low CLV,28.45614
28457.0,74,205,609,9,Loyal,Low CLV,214.35379
78952.0,68,2092,643,19,Champions,High CLV,1701.0281
46310.0,50,309,573,12,Loyal,Low CLV,364.86383
76005.0,71,1722,492,21,Champions,High CLV,1571.0236
58308.0,62,900,533,11,Loyal,Mid CLV,824.56793
55614.0,82,682,214,19,Lost,Low CLV,751.72327
59432.0,64,663,442,19,Champions,Low CLV,733.1989
55563.0,48,43,85,5,At-Risk,Low CLV,60.83541
78642.0,55,1816,434,17,Champions,Mid CLV,1477.5449
67911.0,77,976,38,24,Lost,Mid CLV,987.0023
65275.0,82,746,452,20,Champions,Mid CLV,810.0872
27203.0,76,64,692,4,Loyal,Low CLV,60.740868
48330.0,65,32,226,4,At-Risk,Low CLV,36.00602
24279.0,36,263,547,8,Loyal,Low CLV,205.93332
64355.0,41,1445,674,19,Champions,Mid CLV,1239.8636
50943.0,70,46,373,4,Loyal,Low CLV,39.749184
53653.0,73,1210,599,26,Champions,Mid CLV,1138.4023
65665.0,50,945,209,23,Lost,Mid CLV,1062.6036
81217.0,37,1157,345,21,Lost,Mid CLV,1180.8132
34935.0,34,137,373,7,Loyal,Low CLV,123.83719
61250.0,67,730,560,19,Champions,Low CLV,746.9042
39665.0,45,216,400,9,Loyal,Low CLV,232.9484
60152.0,47,943,458,22,Champions,Mid CLV,1000.54785
48920.0,62,347,252,13,At-Risk,Low CLV,400.2426
89120.0,67,1924,104,18,Lost,High CLV,1898.1361
44124.0,80,397,414,13,Loyal,Low CLV,434.56378
81169.0,51,2089,441,21,Champions,High CLV,1633.0975
36443.0,65,138,511,7,Loyal,Low CLV,121.07924
26095.0,36,42,364,4,Loyal,Low CLV,42.869473
71367.0,67,777,310,16,Lost,Mid CLV,960.5219
80184.0,82,1902,120,19,Lost,High CLV,1852.7775
30630.0,61,52,153,5,At-Risk,Low CLV,50.542038
73454.0,39,1651,120,12,Lost,Mid CLV,1326.3805
42691.0,35,358,317,12,At-Risk,Low CLV,359.01254
70503.0,73,1727,637,15,Champions,High CLV,1617.4313
25545.0,39,210,659,7,Loyal,Low CLV,142.3307
32880.0,40,42,572,4,Loyal,Low CLV,50.07931
77863.0,68,1291,214,19,Lost,Mid CLV,1104.0636
50353.0,49,442,21,14,At-Risk,Low CLV,494.0076
61839.0,62,1895,686,16,Champions,High CLV,1741.1125
49154.0,66,411,238,13,At-Risk,Low CLV,364.35272
47682.0,51,521,499,15,Loyal,Low CLV,623.67395
72679.0,57,1168,284,16,Lost,Mid CLV,1352.0444
57954.0,49,493,11,16,Lost,Low CLV,498.14664
65316.0,64,260,431,10,Loyal,Low CLV,454.6829
28567.0,44,46,377,5,Loyal,Low CLV,55.89609
47352.0,75,319,444,12,Loyal,Low CLV,338.16983
44931.0,59,96,162,6,At-Risk,Low CLV,80.79238
76982.0,59,1062,134,15,Lost,Mid CLV,1104.0956
57247.0,74,232,325,10,At-Risk,Low CLV,242.90413
22944.0,45,76,188,6,At-Risk,Low CLV,66.43674
25315.0,49,54,234,6,At-Risk,Low CLV,66.29696
43638.0,57,201,692,9,Loyal,Low CLV,219.07028
42710.0,42,406,578,12,Loyal,Low CLV,476.39746
84169.0,44,1919,326,19,Champions,High CLV,1837.5294
54058.0,50,662,390,18,Lost,Low CLV,743.7224
24683.0,36,41,113,6,At-Risk,Low CLV,68.69703
85620.0,62,1600,173,13,Lost,Mid CLV,1530.0277
47850.0,46,134,208,7,At-Risk,Low CLV,109.840164
19514.0,58,69,154,6,At-Risk,Low CLV,67.805
27159.0,53,21,92,4,At-Risk,Low CLV,34.771076
39548.0,63,54,90,5,At-Risk,Low CLV,59.609035
21474.0,37,91,82,6,At-Risk,Low CLV,67.605316
60504.0,55,526,142,16,Lost,Low CLV,520.7521
22419.0,63,162,437,7,Loyal,Low CLV,133.77072
81698.0,77,1008,235,24,Lost,Mid CLV,1027.6517
43462.0,74,240,655,10,Loyal,Low CLV,242.26257
54880.0,48,795,485,19,Champions,Low CLV,752.3066
79908.0,44,1772,450,18,Champions,High CLV,1806.2183
15315.0,56,64,330,6,At-Risk,Low CLV,68.73953
87771.0,67,1957,403,19,Champions,High CLV,1872.9497
33039.0,48,78,293,6,At-Risk,Low CLV,72.5799
81741.0,46,1572,378,19,Champions,Mid CLV,1482.5432
71499.0,55,795,369,24,Lost,Mid CLV,1000.3247
62466.0,56,889,165,21,Lost,Low CLV,750.9732
48799.0,63,331,236,12,At-Risk,Low CLV,336.9353
52157.0,76,265,22,10,At-Risk,Low CLV,225.74693
66565.0,64,1065,571,15,Champions,Mid CLV,826.97894
29298.0,75,11,295,3,At-Risk,Low CLV,18.080828
47691.0,47,21,359,3,Loyal,Low CLV,35.279644
38200.0,56,17,569,3,Loyal,Low CLV,37.985283
44989.0,52,369,655,11,Loyal,Low CLV,305.28342
38443.0,58,38,153,4,At-Risk,Low CLV,38.55269
38593.0,48,177,289,8,At-Risk,Low CLV,168.89076
64413.0,56,279,332,11,Loyal,Low CLV,330.63773
36959.0,45,62,270,5,At-Risk,Low CLV,54.46342
61996.0,49,1230,514,18,Champions,Mid CLV,1224.0532
51287.0,58,182,89,8,At-Risk,Low CLV,173.00896
13260.0,56,49,310,6,At-Risk,Low CLV,61.888443
47472.0,60,75,286,6,At-Risk,Low CLV,81.68483
54603.0,70,227,355,10,Loyal,Low CLV,237.09328
45207.0,52,215,596,10,Loyal,Low CLV,247.10681
40689.0,75,444,468,13,Loyal,Low CLV,407.19583
47821.0,59,47,252,4,At-Risk,Low CLV,45.604843
27450.0,75,143,440,6,Loyal,Low CLV,80.000595
39453.0,43,55,87,5,At-Risk,Low CLV,54.46342
26850.0,55,63,72,7,At-Risk,Low CLV,95.095856
79800.0,71,1867,644,21,Champions,High CLV,1868.7454
61794.0,65,611,288,18,Lost,Low CLV,773.57135
53863.0,71,473,43,15,Lost,Low CLV,454.9643
24221.0,67,55,313,5,At-Risk,Low CLV,55.349533
39684.0,42,81,625,5,Loyal,Low CLV,81.46448
92163.0,51,2086,564,21,Champions,High CLV,1709.5201
69882.0,61,1478,231,19,Lost,Mid CLV,1254.3123
33178.0,49,49,150,4,At-Risk,Low CLV,36.91851
59973.0,54,382,291,14,At-Risk,Low CLV,619.2994
17459.0,51,69,283,6,At-Risk,Low CLV,62.58217
23910.0,57,67,611,5,Loyal,Low CLV,70.20929
42169.0,57,30,253,4,At-Risk,Low CLV,38.55269
26224.0,48,63,390,6,Loyal,Low CLV,77.02073
31089.0,45,79,681,7,Loyal,Low CLV,99.96581
30081.0,65,42,493,4,Loyal,Low CLV,41.247265
62807.0,66,819,667,20,Champions,Mid CLV,912.55383
72906.0,71,1151,285,16,Lost,Mid CLV,1063.6912
61467.0,78,594,567,17,Champions,Low CLV,681.2603
49618.0,60,129,519,7,Loyal,Low CLV,130.9545
21888.0,40,213,547,8,Loyal,Low CLV,160.57623
42429.0,53,67,138,5,At-Risk,Low CLV,59.609035
26150.0,70,28,475,4,Loyal,Low CLV,39.353127
30801.0,51,45,611,4,Loyal,Low CLV,53.917896
81168.0,61,1193,53,17,Lost,Mid CLV,1325.1016
26877.0,57,268,314,10,At-Risk,Low CLV,231.15427
45006.0,82,266,346,11,Loyal,Low CLV,324.3819
18978.0,53,37,565,4,Loyal,Low CLV,45.970795
22574.0,59,37,244,5,At-Risk,Low CLV,46.425674
48240.0,57,882,597,22,Champions,Mid CLV,959.50616
45837.0,52,373,338,13,Loyal,Low CLV,393.98624
35791.0,61,35,419,4,Loyal,Low CLV,42.16094
162397.0,50,107,391,1,Loyal,Low CLV,107.67561
54162.0,48,42,468,4,Loyal,Low CLV,51.643066
30522.0,66,326,681,12,Loyal,Low CLV,428.67978
54456.0,65,404,353,14,Loyal,Low CLV,390.4394
31632.0,55,95,350,5,At-Risk,Low CLV,63.974266
72298.0,77,939,111,13,Lost,Mid CLV,1188.3949
36975.0,48,33,183,4,At-Risk,Low CLV,38.692467
72635.0,71,981,391,20,Champions,Mid CLV,1355.2938
13624.0,50,36,525,5,Loyal,Low CLV,56.170692
84196.0,51,1237,391,19,Champions,Mid CLV,1233.5149
70971.0,66,1825,646,27,Champions,High CLV,1800.0762
34487.0,49,103,661,6,Loyal,Low CLV,89.23876
28769.0,49,191,558,9,Loyal,Low CLV,213.79958
69084.0,56,1586,222,23,Lost,Mid CLV,1325.7574
65488.0,68,963,16,13,Lost,Mid CLV,818.3847
62466.0,56,889,165,21,Lost,Low CLV,750.9732
32218.0,66,93,134,6,At-Risk,Low CLV,69.98045
83917.0,53,1587,437,20,Champions,Mid CLV,1544.3727
46102.0,64,16,111,3,At-Risk,Low CLV,25.183695
84574.0,74,1375,390,31,Champions,Mid CLV,1376.5228
56181.0,64,393,537,13,Loyal,Low CLV,397.27295
63120.0,76,1477,639,21,Champions,Mid CLV,1348.0146
73691.0,55,1179,235,16,Lost,Mid CLV,968.7651
63381.0,66,1005,632,22,Champions,Mid CLV,1116.9968
76140.0,78,1348,47,20,Lost,Mid CLV,1134.8279
62859.0,67,1307,546,19,Champions,Mid CLV,1211.9409
45906.0,62,486,418,13,Loyal,Low CLV,452.2004
77632.0,79,2252,476,12,Champions,High CLV,2141.0657
46463.0,55,235,315,10,At-Risk,Low CLV,232.99937
105471.0,56,1724,524,30,Champions,High CLV,1711.6727
55282.0,56,235,198,10,At-Risk,Low CLV,233.37944
78710.0,49,1092,37,25,Lost,Mid CLV,1042.5656
66886.0,68,599,286,15,Lost,Low CLV,485.60107
98777.0,66,2008,132,19,Lost,High CLV,1766.9205
29103.0,41,48,671,4,Loyal,Low CLV,43.90558
67445.0,52,1174,686,27,Champions,Mid CLV,1335.6918
50616.0,76,67,77,6,At-Risk,Low CLV,72.42882
49431.0,71,365,695,13,Loyal,Low CLV,258.52277
153924.0,51,6,142,0,At-Risk,Low CLV,9.8717
61278.0,73,165,176,8,At-Risk,Low CLV,186.34523
26490.0,68,210,645,9,Loyal,Low CLV,222.54462
73059.0,79,1095,302,25,Lost,Mid CLV,1144.6447
46734.0,60,223,251,8,At-Risk,Low CLV,194.42297
56253.0,63,597,569,18,Champions,Low CLV,685.3337
19986.0,41,22,227,3,At-Risk,Low CLV,20.53573
58330.0,51,1064,186,23,Lost,Mid CLV,1047.7935
25965.0,46,74,660,5,Loyal,Low CLV,66.715195
14661.0,70,26,544,4,Loyal,Low CLV,32.332558
18690.0,67,60,548,4,Loyal,Low CLV,45.47655
45068.0,52,20,409,3,Loyal,Low CLV,27.890947
21063.0,39,59,277,5,At-Risk,Low CLV,47.874493
29187.0,58,34,416,4,Loyal,Low CLV,38.37933
54690.0,55,198,234,9,At-Risk,Low CLV,201.75601
59304.0,62,1048,335,25,Lost,Mid CLV,1077.7227
59247.0,64,574,233,16,Lost,Low CLV,581.7674
66731.0,56,1029,655,13,Champions,Mid CLV,952.45416
77353.0,46,670,195,18,Lost,Mid CLV,986.91034
52614.0,51,990,575,14,Champions,Mid CLV,859.3853
26751.0,52,11,38,3,At-Risk,Low CLV,17.096518
81300.0,63,1241,607,18,Champions,Mid CLV,1351.7765
70337.0,47,576,178,16,Lost,Mid CLV,869.8721
36145.0,41,172,378,8,Loyal,Low CLV,180.8259
65295.0,46,664,188,19,Lost,Low CLV,743.0733
68118.0,63,928,254,21,Lost,Mid CLV,1185.4666
68743.0,59,2074,668,29,Champions,High CLV,1846.1661
41039.0,44,467,339,14,Loyal,Low CLV,485.88614
38946.0,71,257,248,10,At-Risk,Low CLV,222.45969
65777.0,59,1146,192,16,Lost,Mid CLV,1049.4158
66476.0,50,689,479,18,Champions,Mid CLV,799.2504
86857.0,54,2114,655,21,Champions,High CLV,1974.4089
160803.0,44,1717,694,29,Champions,High CLV,1740.6982
77845.0,37,1346,44,20,Lost,Mid CLV,1276.2765
69476.0,57,1044,272,14,Lost,Mid CLV,1281.965
50611.0,66,493,633,16,Loyal,Low CLV,558.3443
61209.0,56,957,308,12,Lost,Mid CLV,802.5664
42315.0,68,270,352,9,Loyal,Low CLV,297.7137
13084.0,74,29,239,4,At-Risk,Low CLV,23.7389
47570.0,77,121,396,6,Loyal,Low CLV,101.38326
61923.0,65,126,338,7,At-Risk,Low CLV,180.29996
34824.0,31,23,95,3,At-Risk,Low CLV,21.609617
26518.0,77,57,447,5,Loyal,Low CLV,54.99076
45938.0,65,636,238,18,Lost,Low CLV,692.868
78468.0,66,1004,81,27,Lost,Mid CLV,1227.6293
78901.0,53,734,285,17,Lost,Mid CLV,1006.1479
71427.0,48,614,109,18,Lost,Low CLV,621.5709
71022.0,48,1453,138,18,Lost,Mid CLV,1157.1473
90247.0,38,1621,61,14,Lost,Mid CLV,1541.3776
41335.0,58,187,185,9,At-Risk,Low CLV,199.19693
71952.0,40,1443,535,20,Champions,Mid CLV,1489.5553
35682.0,56,57,2,5,At-Risk,Low CLV,58.135174
43185.0,75,637,445,18,Champions,Low CLV,705.2658
66375.0,78,948,220,11,Lost,Mid CLV,927.0374
35178.0,55,59,535,4,Loyal,Low CLV,61.30842
25252.0,40,18,352,3,At-Risk,Low CLV,24.812565
55250.0,61,903,616,22,Champions,Mid CLV,985.44324
33249.0,51,112,494,6,Loyal,Low CLV,91.92746
58398.0,73,596,411,17,Champions,Low CLV,596.0114
50272.0,44,233,326,10,At-Risk,Low CLV,248.6791
76618.0,51,1511,569,10,Champions,Mid CLV,1330.6848
87305.0,66,1152,644,16,Champions,Mid CLV,1318.2355
25851.0,48,48,503,5,Loyal,Low CLV,61.68193
58710.0,56,1185,455,25,Champions,Mid CLV,1205.0886
45160.0,68,21,92,3,At-Risk,Low CLV,22.962515
74806.0,61,965,557,14,Champions,Mid CLV,1102.2858
59111.0,72,869,423,20,Champions,Mid CLV,790.99774
18988.0,42,16,37,4,At-Risk,Low CLV,22.569036
72190.0,61,1947,501,15,Champions,High CLV,1621.0248
7500.0,50,71,697,7,Loyal,Low CLV,87.48477
44794.0,60,65,21,5,At-Risk,Low CLV,52.697407
80395.0,71,1380,218,23,Lost,Mid CLV,1398.7211
75012.0,50,1027,155,22,Lost,Mid CLV,1056.2534
56962.0,61,411,261,14,At-Risk,Low CLV,492.581
89891.0,35,836,440,25,Champions,Mid CLV,1004.34766
35946.0,77,11,275,3,At-Risk,Low CLV,16.416765
53593.0,73,480,691,15,Loyal,Low CLV,522.6556
66373.0,48,606,382,16,Lost,Low CLV,644.2629
45072.0,78,284,256,11,At-Risk,Low CLV,275.9997
89694.0,53,1472,263,11,Lost,Mid CLV,1451.8588
72025.0,77,1677,61,25,Lost,High CLV,1642.3759
67432.0,53,1335,457,17,Champions,Mid CLV,1178.5867
70545.0,74,334,26,12,At-Risk,Low CLV,299.87054
17487.0,37,18,468,3,Loyal,Low CLV,28.741142
62882.0,57,1338,689,18,Champions,Mid CLV,1278.7471
64108.0,73,1099,463,26,Champions,Mid CLV,1147.2328
34941.0,70,97,480,6,Loyal,Low CLV,76.475555
48767.0,76,63,179,6,At-Risk,Low CLV,76.35156
38702.0,48,109,332,7,At-Risk,Low CLV,109.83772
82224.0,62,902,155,20,Lost,High CLV,1729.783
83844.0,74,1574,413,19,Champions,High CLV,1578.5881
17003.0,51,38,202,6,At-Risk,Low CLV,63.93648
71163.0,31,960,112,23,Lost,Mid CLV,1038.1135
33697.0,56,28,287,3,At-Risk,Low CLV,30.708809
63564.0,72,1215,151,27,Lost,Mid CLV,949.63617
83443.0,54,1497,180,21,Lost,Mid CLV,1496.352
51518.0,68,449,269,15,Lost,Low CLV,591.49414
58330.0,51,1064,186,23,Lost,Mid CLV,1047.7935
80952.0,57,1757,486,24,Champions,High CLV,1761.3481
75507.0,47,1440,58,20,Lost,Mid CLV,1296.5367
63855.0,48,1006,505,23,Champions,Mid CLV,1069.9308
62220.0,54,1226,687,18,Champions,Mid CLV,1260.5029
58512.0,62,1171,283,15,Lost,Low CLV,687.7861
40662.0,47,92,471,6,Loyal,Low CLV,91.123764
38829.0,67,99,84,7,At-Risk,Low CLV,116.74026
35523.0,45,66,269,6,At-Risk,Low CLV,72.1727
79146.0,59,564,66,17,Lost,Low CLV,576.19696
78285.0,38,1427,244,20,Lost,Mid CLV,1121.4055
31626.0,48,86,415,5,Loyal,Low CLV,66.66662
75127.0,74,833,38,18,Lost,Mid CLV,899.1949
48726.0,71,242,428,9,Loyal,Low CLV,212.96619
74985.0,49,1869,656,16,Champions,High CLV,1720.969
67430.0,39,1364,662,28,Champions,Mid CLV,1440.3633
46891.0,61,183,301,7,At-Risk,Low CLV,125.49879
62058.0,70,450,399,14,Loyal,Low CLV,422.9578
72063.0,47,758,361,19,Lost,Mid CLV,959.9647
78939.0,75,1507,199,19,Lost,Mid CLV,1324.1566
42720.0,61,654,431,17,Champions,Low CLV,583.6733
33622.0,54,81,442,6,Loyal,Low CLV,81.5341
6835.0,69,137,568,1,Loyal,Low CLV,130.59898
41452.0,73,16,480,3,Loyal,Low CLV,26.40736
40760.0,61,93,303,6,At-Risk,Low CLV,85.99586
74250.0,68,1158,154,17,Lost,Mid CLV,1132.4495
51124.0,71,43,193,4,At-Risk,Low CLV,34.111877
72258.0,55,1525,290,20,Lost,Mid CLV,1362.1018
71466.0,52,1230,85,18,Lost,Mid CLV,1007.6111
36283.0,50,29,76,4,At-Risk,Low CLV,36.48094
20587.0,56,25,49,4,At-Risk,Low CLV,24.29308
30467.0,54,24,102,3,At-Risk,Low CLV,21.40209
31590.0,54,38,376,4,Loyal,Low CLV,40.408382
20425.0,40,57,608,5,Loyal,Low CLV,66.18353
17144.0,66,47,134,7,At-Risk,Low CLV,76.58209
42564.0,58,813,543,18,Champions,Mid CLV,845.8534
43783.0,48,629,31,16,Lost,Low CLV,555.0414
40780.0,50,377,659,13,Loyal,Low CLV,414.76953
62847.0,81,1612,530,13,Champions,Mid CLV,1372.8575
82017.0,69,729,599,16,Champions,High CLV,1765.4033
16813.0,76,50,345,5,At-Risk,Low CLV,49.877533
51267.0,48,270,243,11,At-Risk,Low CLV,368.92474
46524.0,65,177,450,7,Loyal,Low CLV,118.32937
45183.0,64,315,525,12,Loyal,Low CLV,342.0265
70421.0,72,767,1,20,Lost,Mid CLV,815.5494
60161.0,61,1071,614,23,Champions,Mid CLV,1119.2124
73926.0,53,1580,484,23,Champions,Mid CLV,1365.9569
19329.0,58,60,197,7,At-Risk,Low CLV,82.600365
61872.0,56,573,198,17,Lost,Low CLV,767.01715
46984.0,70,41,460,4,Loyal,Low CLV,40.49286
34838.0,75,170,526,7,Loyal,Low CLV,120.80819
82716.0,82,1167,236,27,Lost,Mid CLV,1258.8613
48192.0,68,1526,449,22,Champions,Mid CLV,1496.311
49681.0,50,458,237,15,Lost,Low CLV,480.0843
56850.0,55,63,98,5,At-Risk,Low CLV,65.98098
55267.0,69,405,251,13,At-Risk,Low CLV,465.82333
59666.0,54,1027,464,13,Champions,Low CLV,735.45087
72504.0,54,1478,449,20,Champions,Mid CLV,1481.4753
26872.0,45,72,256,4,At-Risk,Low CLV,36.894184
21359.0,54,48,435,5,Loyal,Low CLV,54.45581
73170.0,51,726,29,15,Lost,Mid CLV,911.7507
52750.0,71,860,510,21,Champions,Mid CLV,859.5973
91820.0,40,1497,218,22,Lost,Mid CLV,1381.6729
65968.0,56,495,48,16,Lost,Low CLV,679.00464
30772.0,50,20,109,3,At-Risk,Low CLV,21.40209
22507.0,72,570,582,16,Champions,Low CLV,596.2975
65685.0,54,769,92,20,Lost,Low CLV,674.20197
25804.0,48,55,301,5,At-Risk,Low CLV,52.077797
76412.0,46,1808,420,17,Champions,High CLV,1582.5876
22063.0,54,55,325,5,At-Risk,Low CLV,52.58342
57091.0,65,577,14,17,Lost,Low CLV,550.6413
22419.0,63,162,437,7,Loyal,Low CLV,133.77072
87771.0,67,1957,403,19,Champions,High CLV,1872.9497
78353.0,67,1576,439,23,Champions,Mid CLV,1473.4875
93404.0,72,1616,418,14,Champions,High CLV,1645.4178
37859.0,64,36,533,4,Loyal,Low CLV,47.518456
80995.0,68,1482,414,21,Champions,Mid CLV,1427.7924
16529.0,42,22,120,4,At-Risk,Low CLV,30.892939
55412.0,50,63,219,5,At-Risk,Low CLV,60.695633
48789.0,34,680,657,17,Champions,Low CLV,671.7929
56575.0,59,542,420,17,Champions,Low CLV,585.81555
25130.0,46,50,270,5,At-Risk,Low CLV,50.681816
35441.0,59,39,500,4,Loyal,Low CLV,44.78284
71391.0,70,1043,457,23,Champions,Mid CLV,1168.4875
49494.0,54,385,430,12,Loyal,Low CLV,350.63947
81702.0,46,1633,644,26,Champions,Mid CLV,1543.1973
45889.0,46,46,362,4,Loyal,Low CLV,43.386303
56628.0,49,761,100,18,Lost,Low CLV,774.40173
34026.0,76,76,328,6,At-Risk,Low CLV,84.208084
40049.0,52,290,577,11,Loyal,Low CLV,312.60934
34176.0,38,89,48,7,At-Risk,Low CLV,96.50114
19419.0,45,70,596,7,Loyal,Low CLV,105.67873
82504.0,66,1066,337,16,Lost,Mid CLV,1349.9856
81205.0,56,2009,167,18,Lost,High CLV,1943.6282
61618.0,35,1345,638,17,Champions,Mid CLV,1334.7009
55284.0,70,764,552,20,Champions,Mid CLV,902.4489
49980.0,63,195,249,9,At-Risk,Low CLV,201.75601
15072.0,46,53,415,7,Loyal,Low CLV,91.4762
49166.0,52,368,381,11,Loyal,Low CLV,401.3565
65324.0,72,544,169,17,Lost,Low CLV,557.18695
82347.0,69,1853,600,24,Champions,High CLV,1845.9276
30843.0,60,35,34,4,At-Risk,Low CLV,33.16911
46374.0,52,446,104,15,Lost,Low CLV,470.8246
60474.0,47,1180,454,24,Champions,Mid CLV,1094.4862
38576.0,53,41,117,4,At-Risk,Low CLV,38.55269
55357.0,41,727,495,19,Champions,Low CLV,746.1798
37758.0,60,40,633,4,Loyal,Low CLV,40.16015
85710.0,37,1062,420,25,Champions,Mid CLV,1136.0693
23228.0,57,40,154,5,At-Risk,Low CLV,50.542038
44602.0,57,292,134,11,At-Risk,Low CLV,285.7433
7500.0,39,15,536,3,Loyal,Low CLV,25.13744
38683.0,37,341,633,11,Loyal,Low CLV,325.935
49514.0,51,369,194,11,At-Risk,Low CLV,288.41653
57906.0,53,401,383,14,Loyal,Low CLV,429.1374
43456.0,60,393,460,14,Loyal,Low CLV,416.40414
19485.0,40,10,278,3,At-Risk,Low CLV,19.691847
53172.0,48,486,419,13,Loyal,Low CLV,518.6636
30545.0,47,69,620,5,Loyal,Low CLV,69.405594
70123.0,43,1727,274,16,Lost,Mid CLV,1405.0645
62450.0,67,995,174,14,Lost,Mid CLV,898.11774
21675.0,50,45,18,7,At-Risk,Low CLV,84.10363
42395.0,45,182,86,8,At-Risk,Low CLV,162.98682
61346.0,48,989,266,22,Lost,Mid CLV,1007.7284
80812.0,73,1677,285,17,Lost,High CLV,1725.6991
42835.0,55,595,364,16,Lost,Low CLV,587.0874
39922.0,43,156,500,7,Loyal,Low CLV,119.34547
86424.0,70,1226,85,27,Lost,Mid CLV,1173.5458
17117.0,48,128,528,7,Loyal,Low CLV,109.81085
24762.0,54,86,139,6,At-Risk,Low CLV,72.65922
35797.0,51,68,621,5,Loyal,Low CLV,71.53352
36627.0,51,16,341,3,At-Risk,Low CLV,29.919998
51111.0,45,55,10,5,At-Risk,Low CLV,58.674725
86857.0,54,2114,655,21,Champions,High CLV,1974.4089
82072.0,56,2018,362,18,Champions,High CLV,1661.7833
46231.0,73,263,580,11,Loyal,Low CLV,306.10684
42243.0,67,55,200,5,At-Risk,Low CLV,52.102467
51195.0,64,564,454,16,Loyal,Low CLV,579.892
68092.0,48,1281,195,18,Lost,Mid CLV,1246.6666
31814.0,53,83,505,5,Loyal,Low CLV,68.010735
51390.0,61,353,659,12,Loyal,Low CLV,371.78503
76630.0,43,1003,166,24,Lost,Mid CLV,947.9426
26868.0,35,14,60,3,At-Risk,Low CLV,21.001657
48948.0,83,902,513,22,Champions,Mid CLV,942.2827
55260.0,54,1139,564,23,Champions,Mid CLV,1087.1729
64090.0,70,797,326,19,Lost,Mid CLV,867.17456
78331.0,68,1638,157,23,Lost,Mid CLV,1355.5575
37087.0,52,401,322,14,Loyal,Low CLV,400.94296
21846.0,40,84,250,7,At-Risk,Low CLV,86.23636
81320.0,68,928,508,17,Champions,Mid CLV,1155.1093
54137.0,56,203,317,9,At-Risk,Low CLV,212.73401
66825.0,59,858,350,15,Lost,Mid CLV,1010.8554
57100.0,53,409,207,12,At-Risk,Low CLV,448.49902
58917.0,57,282,462,11,Loyal,Low CLV,327.68127
85072.0,49,1423,81,17,Lost,Mid CLV,1270.0654
86429.0,65,1449,220,18,Lost,Mid CLV,1497.2448
45684.0,55,28,209,3,At-Risk,Low CLV,25.183695
47889.0,52,67,176,5,At-Risk,Low CLV,61.37582
45921.0,40,199,111,9,At-Risk,Low CLV,197.48035
78420.0,60,1453,365,21,Champions,Mid CLV,1461.9739
75114.0,34,1253,234,18,Lost,Mid CLV,1248.3053
52278.0,63,1198,520,25,Champions,Mid CLV,1121.6647
35641.0,54,178,350,8,Loyal,Low CLV,170.98
95529.0,32,1990,573,17,Champions,High CLV,1900.9939
62820.0,72,976,414,13,Champions,Mid CLV,974.55273
73113.0,66,1001,185,14,Lost,Mid CLV,986.04614
84169.0,44,1919,326,19,Champions,High CLV,1837.5294
42607.0,72,350,224,12,At-Risk,Low CLV,312.32816
74637.0,72,1650,407,24,Champions,Mid CLV,1452.6616
46015.0,71,46,77,4,At-Risk,Low CLV,30.803831
72354.0,33,1228,438,18,Champions,Mid CLV,1338.6387
39858.0,57,95,521,6,Loyal,Low CLV,85.916405
34469.0,78,62,56,6,At-Risk,Low CLV,63.67283
83033.0,40,1761,42,25,Lost,High CLV,1754.72
24401.0,47,467,667,13,Loyal,Low CLV,431.0531
77583.0,48,1149,139,18,Lost,Mid CLV,1335.2805
74116.0,44,2052,181,18,Lost,High CLV,1597.1086
74293.0,33,1127,56,15,Lost,Mid CLV,1027.775
68397.0,50,1416,224,20,Lost,Mid CLV,1234.4432
79632.0,52,1113,82,19,Lost,Mid CLV,1129.5245
46107.0,37,125,139,6,At-Risk,Low CLV,79.71837
64950.0,75,966,686,23,Champions,Mid CLV,1083.8826
25443.0,37,32,554,4,Loyal,Low CLV,45.411076
75127.0,74,833,38,18,Lost,Mid CLV,899.1949
32892.0,55,46,35,6,At-Risk,Low CLV,60.120476
71796.0,55,960,248,16,Lost,Mid CLV,962.2238
67536.0,56,1829,403,27,Champions,High CLV,1604.5175
55239.0,55,779,350,23,Lost,Mid CLV,973.4031
60554.0,51,811,324,21,Lost,Mid CLV,852.82684
64831.0,74,1120,384,14,Champions,Mid CLV,865.6177
56067.0,64,725,344,18,Lost,Low CLV,707.3351
82025.0,43,1187,397,11,Champions,Mid CLV,1282.2615
94384.0,73,2302,482,18,Champions,High CLV,2178.0674
14906.0,40,66,554,6,Loyal,Low CLV,80.27746
